394517571,0
394517573,12
394517575,69
394517586,157
394517626,117
394517631,44
394517637,2
394517643,4
394517649,368
394517654,0
394517658,408
394517665,0
394517685,0
394517749,82
394517808,78
394517839,6
394517844,117
394517860,68
394517878,0
394517879,0
394517881,229
394517883,0
394517892,0
394517898,0
394517909,25
394517915,7
394517935,0
394517941,0
394517944,0
394517947,25
394517948,0
394517953,0
394517957,0
394517960,0
394517986,25
394518027,98
394518037,142
394518048,0
394518049,0
394518053,0
394518071,2
394518076,0
394518077,0
394518079,0
394518108,0
394518109,0
394518115,0
394518117,0
394518129,128
394518139,1
394518143,338
394518148,48
394518149,27
394518169,295
394518179,2
394518183,0
394518231,24
394518248,45
394518270,1
394518272,7
394518278,0
394518280,0
394518287,0
394518290,292
394518301,0
394518315,2
394518335,45
394518348,14
394518367,0
394518373,226
394518374,368
394518378,0
394518391,142
394518416,0
394518417,0
394518424,25
394518436,318
394518441,0
394518456,0
394518470,1
394518473,407
394518502,0
394518514,0
394518523,0
394518528,0
394518535,5
394518552,25
394518575,24
394518588,290
394518591,0
394518594,0
394518609,0
394518615,0
394518621,0
394518627,0
394518647,0
394518657,0
394518672,168
394518676,14
394518687,1
394518692,1
394518694,104
394518695,4
394518696,14
394518699,62
394518704,0
394518705,192
394518708,0
394518718,28
394518722,32
394518726,0
394518729,0
394518737,0
394518745,0
394518786,0
394518793,0
394518817,2
394518834,139
394518877,0
394518878,0
394518884,1
394518896,25
394518902,0
394518903,0
394518908,0
394518909,0
394518932,0
394518935,25
394518947,0
394518962,0
394518967,0
394518975,0
394518977,1
394518983,25
394518985,75
394519005,0
394519011,0
394519017,9
394519028,2
394519047,227
394519056,6
394519058,11
394519060,0
394519061,8
394519067,25
394519087,25
394519088,25
394519090,145
394519092,1
394519095,0
394519099,19
394519117,25
394519141,45
394519190,2
394519192,0
394519197,326
394519198,3
394519215,25
394519236,1
394519250,98
394519260,0
394519276,60
394519283,0
394519290,4
394519299,2
394519302,0
394519305,25
394519314,196
394519325,0
394519328,0
394519335,4
394519343,6
394519362,169
394519371,8
394519373,0
394519377,20
394519381,0
394519398,4
394519415,0
394519426,0
394519436,15
394519445,14
394519446,25
394519448,408
394519458,0
394519477,0
394519541,113
394519545,15
394519559,25
394519572,3
394519590,295
394519601,182
394519606,53
394519609,2
394519616,25
394519641,25
394519647,68
394519653,463
394519665,25
394519675,2
394519684,47
394519686,0
394519689,25
394519698,0
394519699,25
394519709,9
394519731,3
394519733,88
394519737,0
394519741,25
394519745,93
394519750,0
394519765,25
394519772,0
394519785,298
394519809,123
394519813,0
394519814,0
394519818,7
394519819,408
394519830,408
394519837,0
394519839,0
394519856,20
394519874,408
394519891,0
394519895,25
394519901,57
394519929,92
394519948,0
394519961,20
394519967,117
394519978,0
394519979,0
394519981,88
394519986,40
394519995,169
394519996,0
394520003,29
394520014,25
394520023,0
394520048,2
394520062,25
394520076,39
394520092,45
394520110,0
394520111,0
394520117,0
394520121,0
394520145,28
394520157,14
394520167,0
394520203,45
394520212,0
394520219,0
394520226,129
394520238,204
394520241,24
394520282,39
394520290,2
394520304,25
394520309,36
394520314,61
394520318,451
394520350,3
394520370,0
394520402,45
394520406,1
394520416,82
394520419,45
394520429,25
394520443,14
394520461,45
394520464,0
394520496,357
394520501,45
394520502,3
394520503,25
394520505,3
394520510,45
394520525,0
394520551,25
394520558,0
394520562,0
394520567,0
394520569,25
394520572,0
394520590,123
394520603,0
394520608,25
394520617,0
394520619,3
394520621,61
394520622,0
394520661,48
394520689,0
394520698,216
394520711,61
394520718,54
394520723,129
394520734,0
394520740,0
394520752,283
394520753,311
394520768,0
394520777,108
394520791,0
394520792,25
394520798,0
394520807,0
394520810,0
394520815,0
394520819,0
394520823,217
394520826,5
394520829,25
394520846,25
394520850,0
394520872,0
394520878,62
394520882,0
394520886,0
394520889,25
394520893,25
394520927,2
394520935,1
394520948,258
394520951,189
394520969,20
394520973,0
394520978,137
394520982,0
394520990,0
394521003,3
394521014,3
394521016,0
394521026,46
394521030,0
394521047,0
394521062,1
394521063,0
394521073,61
394521079,132
394521086,0
394521091,25
394521096,8
394521100,1
394521102,12
394521107,0
394521119,0
394521121,0
394521124,2
394521146,1
394521157,25
394521232,0
394521260,132
394521262,148
394521267,0
394521269,0
394521288,0
394521298,0
394521302,0
394521330,0
394521333,5
394521337,208
394521340,0
394521357,169
394521371,0
394521381,0
394521383,25
394521422,25
394521437,0
394521441,48
394521458,0
394521465,0
394521469,25
394521480,40
394521484,0
394521489,11
394521507,25
394521511,129
394521521,0
394521533,0
394521536,0
394521542,16
394521551,7
394521555,34
394521560,7
394521584,0
394521594,7
394521606,4
394521617,56
394521647,4
394521655,132
394521661,0
394521665,0
394521684,169
394521688,0
394521691,0
394521728,25
394521738,159
394521742,6
394521756,148
394521761,0
394521772,15
394521780,0
394521782,0
394521785,25
394521791,0
394521792,227
394521821,7
394521835,25
394521853,7
394521860,129
394521862,137
394521880,156
394521902,0
394521906,196
394521947,74
394521949,438
394521963,51
394521964,38
394521979,0
394521986,25
394522003,3
394522039,2
394522050,1
394522062,0
394522063,0
394522080,25
394522089,199
394522090,159
394522091,0
394522092,7
394522096,0
394522107,0
394522110,0
394522140,462
394522141,55
394522143,250
394522150,25
394522188,25
394522209,0
394522223,1
394522227,0
394522233,25
394522258,25
394522262,0
394522286,0
394522298,0
394522337,0
394522340,87
394522345,4
394522346,7
394522347,0
394522354,74
394522367,0
394522378,1
394522382,25
394522389,199
394522395,451
394522399,0
394522423,0
394522451,0
394522480,3
394522485,0
394522498,1
394522523,40
394522540,0
394522546,25
394522550,0
394522582,0
394522605,1
394522612,33
394522616,0
394522644,0
394522647,159
394522649,7
394522660,2
394522688,0
394522697,25
394522698,0
394522699,180
394522715,0
394522717,25
394522722,4
394522732,45
394522738,40
394522745,0
394522751,40
394522757,5
394522762,0
394522774,7
394522778,25
394522799,1
394522811,0
394522820,0
394522830,25
394522843,25
394522878,53
394522884,0
394522886,1
394522947,150
394522955,0
394522998,1
394523015,4
394523033,40
394523048,59
394523052,25
394523098,0
394523214,7
394523232,0
394523235,25
394523287,0
394523296,39
394523303,25
394523315,3
394523317,15
394523323,0
394523331,0
394523340,12
394523377,63
394523378,19
394523387,0
394523398,7
394523438,54
394523505,45
394523523,0
394523565,2
394523568,0
394523571,327
394523579,0
394523585,6
394523597,0
394523601,129
394523622,25
394523631,40
394523632,0
394523642,12
394523724,0
394523748,5
394523757,0
394523835,167
394523844,1
394523848,68
394523880,68
394523906,40
394523919,205
394523928,0
394523930,0
394523935,0
394523939,0
394523941,0
394523969,0
394523972,6
394523977,0
394523985,0
394524020,40
394524024,0
394524078,0
394524096,2
394524099,20
394524102,0
394524112,25
394524142,20
394524172,1
394524179,25
394524184,0
394524187,7
394524194,0
394524195,6
394524211,459
394524218,25
394524221,0
394524225,0
394524235,0
394524239,39
394524243,72
394524247,0
394524255,0
394524268,0
394524284,0
394524288,0
394524293,40
394524295,0
394524298,0
394524304,0
394524326,4
394524335,168
394524337,15
394524350,0
394524377,0
394524384,0
394524389,2
394524399,16
394524408,56
394524410,314
394524414,40
394524439,2
394524445,0
394524446,129
394524460,25
394524490,7
394524493,0
394524529,0
394524538,1
394524549,204
394524552,2
394524555,141
394524558,0
394524586,25
394524592,2
394524615,25
394524627,78
394524644,0
394524654,141
394524656,0
394524681,101
394524733,40
394524746,141
394524756,0
394524781,204
394524784,72
394524791,72
394524817,1
394524827,3
394524828,40
394524838,0
394524859,0
394524888,407
394524908,0
394524909,0
394524914,0
394524926,0
394524939,11
394524951,298
394524952,0
394524985,25
394524998,0
394525003,0
394525005,7
394525032,0
394525039,0
394525053,24
394525058,4
394525060,25
394525071,0
394525095,6
394525115,0
394525121,51
394525123,1
394525149,17
394525159,151
394525168,51
394525182,0
394525189,0
394525190,0
394525191,41
394525202,0
394525207,20
394525223,25
394525232,159
394525233,8
394525250,0
394525252,0
394525261,0
394525282,88
394525283,0
394525293,33
394525311,0
394525319,0
394525341,0
394525346,0
